  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.847   0.012   0.012
  3.835   3.841   0.006   0.006
  3.835   3.841   0.006   0.006
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.835   0.000   0.000
  3.835   3.835   0.000   0.000
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
  3.835   3.838   0.003   0.003
  3.835   3.838   0.003   0.003
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.839   0.004   0.004
  3.835   3.840   0.005   0.005
  3.835   3.840   0.005   0.005
